9004.19	-0.00000687946
9120.11	-0.00000560076
9237.52	-0.00000452484
9356.45	-0.00000362203
9476.91	-0.00000287353
9598.92	-0.000002257
9722.5	-0.00000175508
9847.67	-0.00000134962
9974.45	-0.00000101775
10102.9	-0.000000765789
10232.9	-0.000000570487
10364.7	-0.000000418253
10498.1	-0.000000299848
10633.3	-0.0000002121
10770.2	-0.000000147323
10908.8	-0.000000100216
11049.3	-0.000000066663
11191.5	-0.0000000431738
11335.6	-0.0000000271284
11481.5	-0.000000016457
11629.4	-0.00000000955612
11779.1	-0.00000000524297
11930.7	-0.00000000266879
12084.3	-0.00000000122436
12239.9	-0.000000000485166
12397.5	-0.000000000154462
12557.1	-0.0000000000327768
12718.8	-0.00000000000277334
12882.5	0.00000000000000858434
13000	0.
