ARXIV,arXiv:2103.02708,https://arxiv.org/abs/2103.02708,,,,,,,,,,,,,,,,,,,
SOURCE,hepdata: Table 4,https://doi.org/10.17182/hepdata.101186.v2/t4,,,,,,,,,,,,,,,,,,,
DESCRIPTION,The invariant mass spectra of dimuon events.,,,,,,,,,,,,,,,,,,,,
EXPERIMENT,CMS,,,,,,,,,,,,,,,,,,,,
PROCESS,"p p > \!\(\*SuperscriptBox[\(\[Mu]\), \(-\)]\) \!\(\*SuperscriptBox[\(\[Mu]\), \(+\)]\)",,,,,,,,,,,,,,,,,,,,
FINALSTATE,"{e[2],e[2]}",,,,,,,,,,,,,,,,,,,,
OBSERVABLE,"\!\(\*SubscriptBox[m, \[Mu]\[Mu]]\)",,,,,,,,,,,,,,,,,,,,
LUMINOSITY,140,,,,,,,,,,,,,,,,,,,,
CM_ENERGY,13000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
BINS_MLL,200,300,400,500,600,700,800,900,1000,1200,1400,1600,1800,2000,2250,2500,2750,3000,3500,4000,10000
BINS_PT,0,Infinity,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
mll [GeV] LOW,mll [GeV] HIGH,NUM EVENTS,stat +-,NUM BKG EVENTS,sys. error BKG,tot. (sys+stat) error,,,,,,,,,,,,,,,
209.63,227.02,49128,221.6483702,50469.258,1391.00871,1408.557145,,,,,,,,,,,,,,,
227.02,245.86,41800,204.450483,41839.872,1108.09344,1126.796819,,,,,,,,,,,,,,,
245.86,266.25,32648,180.6875757,32988.981,905.1121,922.971242,,,,,,,,,,,,,,,
266.25,288.34,26435,162.5884375,26921.083,739.99291,757.6440502,,,,,,,,,,,,,,,
288.34,312.26,21188,145.5609838,21531.588,613.7872,630.8111658,,,,,,,,,,,,,,,
312.26,338.16,16797,129.6032407,16912.7,503.4442,519.8586948,,,,,,,,,,,,,,,
338.16,366.21,13170,114.7606204,13098.5085,396.76725,413.0305687,,,,,,,,,,,,,,,
366.21,396.59,10490,102.420701,10333.757,311.0912,327.5175335,,,,,,,,,,,,,,,
396.59,429.49,7650,87.46427842,7769.335,242.26244,257.5676413,,,,,,,,,,,,,,,
429.49,465.12,6128,78.28154316,6219.5728,193.880645,209.0877914,,,,,,,,,,,,,,,
465.12,503.71,4613,67.91906949,4759.3047,167.36483,180.6211126,,,,,,,,,,,,,,,
503.71,545.49,3457,58.79625838,3379.5842,140.15101,151.9845571,,,,,,,,,,,,,,,
545.49,590.74,2635,51.33225107,2662.329,112.667975,123.810632,,,,,,,,,,,,,,,
590.74,639.75,1979,44.48595284,1926.38706,85.894926,96.73126854,,,,,,,,,,,,,,,
639.75,692.82,1478,38.44476557,1417.97733,64.872768,75.40872647,,,,,,,,,,,,,,,
692.82,750.29,1016,31.8747549,1048.48268,50.74601,59.92626745,,,,,,,,,,,,,,,
750.29,812.54,759,27.54995463,781.92225,37.176945,46.27229451,,,,,,,,,,,,,,,
812.54,879.94,574,23.9582971,553.88646,26.577842,35.78242146,,,,,,,,,,,,,,,
879.94,952.94,389,19.72308292,403.3031,20.075,28.1425945,,,,,,,,,,,,,,,
952.94,1032,295,17.17556404,292.150418,16.0183466,23.48589849,,,,,,,,,,,,,,,
1032,1117.6,202,14.2126704,206.53568,10.967072,17.95206585,,,,,,,,,,,,,,,
1117.6,1210.3,132,11.48912529,148.2273,7.7769738,13.87376378,,,,,,,,,,,,,,,
1210.3,1310.7,107,10.34408043,105.50032,5.860348,11.88880476,,,,,,,,,,,,,,,
1310.7,1419.4,71,8.426149773,71.913746,4.0296177,9.340118779,,,,,,,,,,,,,,,
1419.4,1537.2,59,7.681145748,49.585554,2.8347392,8.187536035,,,,,,,,,,,,,,,
1537.2,1664.7,27,5.196152423,35.7306,2.4225,5.733106161,,,,,,,,,,,,,,,
1664.7,1802.8,18,4.242640687,22.943934,1.34904366,4.451956738,,,,,,,,,,,,,,,
1802.8,1952.4,13,3.605551275,16.592136,1.13734896,3.780682829,,,,,,,,,,,,,,,
1952.4,2114.3,11,3.31662479,9.7957595,0.62278073,3.374589729,,,,,,,,,,,,,,,
2114.3,2289.7,5,2.236067977,6.2651126,0.44134148,2.279206507,,,,,,,,,,,,,,,
2289.7,2479.7,5,2.236067977,3.93946,0.27607,2.253045638,,,,,,,,,,,,,,,
2479.7,2685.4,4,2,2.7555572,0.25381323,2.016040961,,,,,,,,,,,,,,,
2685.4,2908.1,2,1.414213562,1.43541285,0.110243181,1.418503986,,,,,,,,,,,,,,,
2908.1,3149.4,1,1,0.856615,0.069868415,1.002437826,,,,,,,,,,,,,,,
3149.4,3410.7,1,1,0.53637051,0.056432961,1.001591074,,,,,,,,,,,,,,,
3410.7,3693.6,0,0,0.271383141,0.033882933,0.033882933,,,,,,,,,,,,,,,
3693.6,4000,0,0,0.1391822,0.016785205,0.016785205,,,,,,,,,,,,,,,
4000,4500,0,0,0.110295,0.0198925,0.0198925,,,,,,,,,,,,,,,
4500,5200,0,0,0.0306152,0.0064995,0.0064995,,,,,,,,,,,,,,,
5200,6000,0,0,0.00583208,0.00203296,0.00203296,,,,,,,,,,,,,,,
6000,7000,0,0,0.00094739,0.00051924,0.00051924,,,,,,,,,,,,,,,
