#===============
# Experiment : ATLAS
# Search : 1906_05609
# ll~ : muvm
# qq~ : bu~
# FF  : scalar tensor scalar-tensor
# XY  : LL LR RL RR
# coef : 0 0
# type : R2*R2
# Nevs : 50000
#===============
#
# XSEC	BIN_MIN	BIN_MAX 	 Kij 
# 110.0 119.581 129.997 141.32 153.63 167.011 181.558 197.372 214.564 233.253 253.57 275.657 299.667 325.769 354.144 384.991 418.524 454.979 494.609 537.69 584.525 635.438 690.786 750.956 816.366 887.473 964.775 1048.81 1140.16 1239.47 1347.44 1464.8 1592.39 1731.09 1881.87 2045.79 2223.98 2417.69 2628.28 2857.21 3106.08 3376.63 3670.74 3990.47 4338.05 4715.91 5126.68 5573.22 6058.67 6586.39 7160.08 7783.74 8461.73 9198.76 10000.0 
5.9036  100.0  200.0  0.01752	0.03736	0.04704	0.04602	0.04332	0.03566	0.02166	0.00564	0.00096	0.00016	8e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4.25  200.0  300.0  0.00462	0.0113	0.02022	0.0249	0.0342	0.04526	0.0616	0.0791	0.07774	0.07068	0.0532	0.0286	0.00604	0.00066	0.00014	4e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.9514  300.0  400.0  0.00232	0.005	0.00738	0.01074	0.01442	0.01818	0.02254	0.02768	0.03428	0.0429	0.05894	0.08108	0.10002	0.08772	0.05754	0.01968	0.00218	0.00022	8e-05	4e-05	6e-05	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.0212  400.0  500.0  0.00118	0.00214	0.00368	0.00638	0.00692	0.00918	0.01202	0.0151	0.0184	0.02228	0.02752	0.03398	0.04546	0.05446	0.07936	0.11074	0.10134	0.05828	0.0128	0.00164	0.00028	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.37666  500.0  600.0  0.00054	0.00172	0.00244	0.00288	0.004	0.00514	0.00778	0.00912	0.0102	0.01358	0.01668	0.02064	0.02504	0.02982	0.04072	0.05134	0.06764	0.09904	0.12216	0.08342	0.02398	0.0028	0.00052	0.00012	2e-05	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.93414  600.0  700.0  0.00046	0.00072	0.00112	0.00198	0.00288	0.0036	0.00428	0.0054	0.0069	0.00766	0.01132	0.0135	0.01624	0.02142	0.02466	0.03008	0.039	0.0504	0.0702	0.09852	0.1288	0.08752	0.02138	0.00356	0.00048	0.00024	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.6327  700.0  800.0  0.00028	0.00058	0.00118	0.00128	0.00194	0.00228	0.00338	0.00364	0.00512	0.00634	0.00722	0.00998	0.01202	0.01444	0.01782	0.02084	0.027	0.03256	0.04234	0.05326	0.07234	0.11526	0.1285	0.0657	0.01328	0.00192	0.00042	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.42806  800.0  900.0  0.0001	0.00026	0.0005	0.00082	0.0011	0.00166	0.00246	0.00242	0.00338	0.00414	0.00562	0.00722	0.00884	0.01094	0.0132	0.0154	0.01746	0.02408	0.02958	0.03716	0.0464	0.0623	0.09176	0.12934	0.10776	0.03464	0.00546	0.00098	0.0004	6e-05	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.29094  900.0  1000.0  0.00014	0.00022	0.00036	0.0005	0.00082	0.00132	0.00186	0.00234	0.00258	0.00344	0.00358	0.00494	0.00614	0.0071	0.00956	0.01134	0.0141	0.01766	0.02188	0.02666	0.0329	0.0423	0.05566	0.07912	0.12268	0.12478	0.05632	0.01062	0.00218	0.00048	4e-05	6e-05	2e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.3338  1000.0  1200.0  0.0001	0.00012	0.00028	0.0004	0.00062	0.00098	0.00108	0.00136	0.00156	0.00222	0.0023	0.0031	0.00412	0.006	0.00596	0.0081	0.00974	0.01316	0.01396	0.01896	0.02314	0.02886	0.0355	0.04706	0.06406	0.09732	0.12246	0.0958	0.04388	0.01062	0.00216	0.00036	0.00018	0.0001	4e-05	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
